Order_ID,Product,Vendor,Region,Country,Shipment_Mode,Order_Value_USD,Country_Risk_Index,Risk_Reason_Geo,Natural_Disaster_Risk,Climate_Zone_Detail,Supplier_Credit_Rating,Financial_Risk_Reason,DPO_Impact_Days,Cost_Competitiveness,Is_Late,Delay_Days,Delay_Root_Cause,Order_Accuracy_Rate,Capacity_Utilization,Defect_Rate,Defect_Flag,Defect_Root_Cause,Audit_Status,Regulatory_Compliance,ESG_Score,Responsiveness_Score,Innovation_Index,Collaboration_Index,Relationship_Issue
PO-20245924,Flowers/Agri,LatAm_Logistics_2,Region_LatAm_South,Colombia,Sea,10096,68,Civil Unrest,Low,Safe Zone,A,Stable,64,100,1,7,Machinery Breakdown,100,87,0.0127739604242606,0,Perfect,Certified,Pass,78,86,3.4,7.1,Good Standing
PO-20245925,Electronics,Asia_Tech_6,Region_Asia_Pacific,Thailand,Sea,455980,32,,Low,Safe Zone,C,Liquidity Crisis,79,93,1,14,Raw Material Shortage,98,50,0.0187943239834973,0,Perfect,Certified,Pass,67,97,1.1,7.3,Good Standing
PO-20245926,Bananas/Fruit,US_Supply_Co_3,Region_US_East,Costa Rica,Air,170640,0,,Low,Safe Zone,BBB,Stable,38,100,1,20,Port Congestion,99,33,0.02310940490368,0,Perfect,Certified,Pass,28,97,4.9,6.8,Good Standing
PO-20245927,Chemicals,US_Supply_Co_3,Region_US_East,USA,Air,457826,0,,Low,Safe Zone,BBB,Stable,60,107,0,0,On Time,97,70,0.0138309881851793,0,Perfect,Pending,Pass,60,79,9.7,6.7,Good Standing
PO-20245928,Copper,Euro_Ind_1,Region_EU_Central,Poland,Air,305550,25,,Low,Safe Zone,AAA,Stable,71,101,1,20,Machinery Breakdown,98,73,0.0095941066454687,0,Perfect,Certified,Pass,67,85,4.8,8.8,Good Standing
PO-20245929,Bananas/Fruit,US_Supply_Co_1,Region_US_East,Costa Rica,Land,402435,4,,Low,Safe Zone,BB,High Debt Ratio,44,101,0,0,On Time,99,55,0.0070631105872845,0,Perfect,Certified,Pass,87,82,3.1,2.9,Pricing Conflict
PO-20245930,Coffee Beans,LatAm_Logistics_4,Region_LatAm_South,Brazil,Sea,239162,89,Port Strike,High,Wildfire Zone,AA,Stable,78,99,1,5,Raw Material Shortage,96,45,0.0052448993651775,0,Perfect,Certified,Pass,81,90,1.7,9.6,Good Standing
PO-20245931,Bananas/Fruit,US_Supply_Co_1,Region_US_East,Costa Rica,Air,39123,27,,Low,Safe Zone,BBB,Stable,41,99,0,0,On Time,98,63,0.0206701821806137,0,Perfect,Certified,Pass,81,72,1.1,7.4,Good Standing
PO-20245932,Robotics,Asia_Tech_1,Region_Asia_Pacific,Japan,Sea,182971,26,,Low,Safe Zone,A,Stable,71,99,0,0,On Time,98,73,0.0101663762133179,0,Perfect,Certified,Pass,54,88,1.2,2.0,Contract Dispute
PO-20245933,Chemicals,Euro_Ind_1,Region_EU_Central,Germany,Air,117112,26,,Low,Safe Zone,A,Stable,32,101,0,0,On Time,96,49,0.0016891585505056,0,Perfect,Certified,Pass,68,95,7.3,6.6,Good Standing
PO-20245934,Industrial Machinery,Euro_Ind_5,Region_EU_Central,Sweden,Sea,103936,22,,Low,Safe Zone,BB,Pending Lawsuit,59,95,1,4,Port Congestion,97,75,0.02438577906495,0,Perfect,Certified,Pass,76,68,7.2,7.2,Good Standing
PO-20245935,Chemicals,Euro_Ind_4,Region_EU_Central,Netherlands,Air,229967,22,,Low,Safe Zone,AAA,Stable,66,101,0,0,On Time,100,40,0.0216329833293131,0,Perfect,Certified,Pass,83,84,8.3,1.3,Lack of Transparency
PO-20245936,Auto Parts,Asia_Tech_7,Region_Asia_Pacific,Thailand,Sea,327615,43,,Low,Safe Zone,BB,Credit Downgrade,84,100,0,0,On Time,96,51,0.0231825043120362,0,Perfect,Certified,Pass,69,71,3.1,8.1,Good Standing
PO-20245937,Gold/Diamonds,Afro_Trade_1,Region_Africa_West,Ghana,Sea,410915,89,Trade Tariffs,High,Earthquake Fault,BBB,Stable,65,110,1,10,Machinery Breakdown,95,59,0.0228931129198631,0,Perfect,Certified,Pass,93,90,10.0,2.9,Management Change
PO-20245938,Microchips,Asia_Tech_6,Region_Asia_Pacific,Japan,Air,437371,55,,Low,Safe Zone,A,Stable,33,97,1,6,Machinery Breakdown,97,58,0.0271592930849484,0,Perfect,Pending,Pass,55,102,6.1,2.4,Pricing Conflict
PO-20245939,Fish/Seafood,Afro_Trade_3,Region_Africa_West,Senegal,Sea,85867,91,Border Closure,High,Typhoon Belt,A,Stable,68,98,1,16,Customs Hold,96,59,0.0200711711585078,0,Perfect,Certified,Pass,95,96,2.9,7.9,Good Standing
PO-20245940,Lithium Batteries,LatAm_Logistics_3,Region_LatAm_South,Chile,Air,200842,57,,Low,Safe Zone,AA,Stable,71,97,0,0,On Time,97,57,0.0291542897536866,0,Perfect,Pending,Pass,79,82,1.7,3.6,Pricing Conflict
PO-20245941,Gold/Diamonds,Afro_Trade_1,Region_Africa_West,Ghana,Air,84319,78,Port Strike,High,Flood Plain,AAA,Stable,34,98,1,4,Machinery Breakdown,98,43,0.0100081838530267,0,Perfect,Certified,Pass,100,86,7.0,4.8,Good Standing
PO-20245942,Chemicals,US_Supply_Co_4,Region_US_East,USA,Air,435512,0,,Low,Safe Zone,BBB,Stable,64,95,1,13,Machinery Breakdown,97,55,0.0157777547174355,0,Perfect,Certified,Pass,82,93,5.7,2.4,Slow Response
PO-20245943,Iron Ore,LatAm_Logistics_3,Region_LatAm_South,Brazil,Sea,306658,80,Trade Tariffs,High,Earthquake Fault,A,Stable,59,105,1,9,Customs Hold,94,59,0.018068413964656,0,Perfect,Certified,Pass,70,88,10.0,6.2,Good Standing
PO-20245944,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Ivory Coast,Air,212046,75,Civil Unrest,High,Earthquake Fault,C,High Debt Ratio,84,91,1,14,Labor Strike,100,75,0.0165398329190244,0,Perfect,Certified,Pass,71,81,5.7,4.7,Good Standing
PO-20245945,Luxury Goods,Euro_Ind_3,Region_EU_Central,France,Air,484266,3,,Low,Safe Zone,BBB,Stable,39,109,1,14,Port Congestion,98,51,0.0224066214649411,0,Perfect,Certified,Pass,100,75,9.4,4.1,Good Standing
PO-20245946,Industrial Machinery,Euro_Ind_1,Region_EU_Central,Germany,Sea,184629,20,,Low,Safe Zone,AA,Stable,85,92,0,0,On Time,97,65,0.0228784685250693,0,Perfect,Certified,Pass,71,97,6.9,5.6,Good Standing
PO-20245947,Auto Parts,US_Supply_Co_4,Region_US_East,Mexico,Air,362029,14,,Low,Safe Zone,BBB,Stable,70,97,1,12,Machinery Breakdown,100,81,0.0139208429316862,0,Perfect,Certified,Pass,95,105,3.8,3.7,Management Change
PO-20245948,Seafood,US_Supply_Co_5,Region_US_East,Panama,Air,83092,13,,Low,Safe Zone,A,Stable,86,107,1,17,Labor Strike,97,67,0.0086813079413044,0,Perfect,Certified,Pass,77,78,1.7,3.2,Contract Dispute
PO-20245949,Electronics,Euro_Ind_3,Region_EU_Central,Netherlands,Air,399185,22,,Low,Safe Zone,BB,Merger Uncertainty,39,95,0,0,On Time,99,79,0.0154046321352372,0,Perfect,Certified,Pass,95,84,9.3,3.1,Pricing Conflict
PO-20245950,Furniture,Euro_Ind_1,Region_EU_Central,Poland,Sea,47453,34,,Low,Safe Zone,A,Stable,81,92,0,0,On Time,94,55,0.0073155408160087,0,Perfect,Certified,Pass,64,77,4.9,2.7,Slow Response
PO-20245951,Microchips,Asia_Tech_4,Region_Asia_Pacific,Japan,Sea,470831,46,,Low,Safe Zone,AA,Stable,83,97,0,0,On Time,98,55,0.0357079512572832,1,ESD Damage,Pending,Pass,76,94,1.4,2.2,Pricing Conflict
PO-20245952,Corn/Wheat,US_Supply_Co_5,Region_US_East,USA,Air,99702,5,,Low,Safe Zone,AA,Stable,42,95,0,0,On Time,100,76,0.0067417827428035,0,Perfect,Certified,Pass,80,92,3.1,3.8,Slow Response
PO-20245953,Chemicals,Afro_Trade_2,Region_Africa_West,Senegal,Sea,247117,83,Sanctions,High,Earthquake Fault,C,Liquidity Crisis,33,93,0,0,On Time,100,68,0.0070217017854193,0,Perfect,Certified,Pass,80,71,6.2,4.3,Good Standing
PO-20245954,Copper,LatAm_Logistics_4,Region_LatAm_South,Chile,Air,467914,86,Trade Tariffs,High,Earthquake Fault,BBB,Stable,80,95,0,0,On Time,97,57,0.0199234542593361,0,Perfect,Certified,Pass,47,85,7.7,2.2,Contract Dispute
PO-20245955,Auto Parts,Asia_Tech_3,Region_Asia_Pacific,Thailand,Sea,482513,38,,Low,Safe Zone,AA,Stable,56,101,0,0,On Time,98,64,0.0142114653696443,0,Perfect,Certified,Pass,86,83,9.5,9.4,Good Standing
PO-20245956,Rubber,Afro_Trade_3,Region_Africa_West,Ivory Coast,Sea,456612,93,Trade Tariffs,High,Earthquake Fault,A,Stable,58,97,1,20,Port Congestion,98,70,0.0144069338653164,0,Perfect,Certified,Pass,86,75,5.3,1.9,Contract Dispute
PO-20245957,Leather,Euro_Ind_3,Region_EU_Central,Italy,Air,289789,15,,Low,Safe Zone,BBB,Stable,74,89,0,0,On Time,100,44,0.0184561902654524,0,Perfect,Certified,Pass,72,102,7.6,5.4,Good Standing
PO-20245958,Rubber,Afro_Trade_1,Region_Africa_West,Ivory Coast,Sea,127600,87,Border Closure,High,Typhoon Belt,A,Stable,83,99,1,9,Machinery Breakdown,98,53,0.0790180376988639,1,Moisture Damage,Failed,Pass,98,95,2.5,7.9,Good Standing
PO-20245959,Auto Parts,Euro_Ind_1,Region_EU_Central,Germany,Sea,305724,24,,Low,Safe Zone,AA,Stable,54,105,1,11,Machinery Breakdown,97,64,0.0239958243538174,0,Perfect,Certified,Pass,70,84,4.1,9.4,Good Standing
PO-20245960,Coffee Beans,Asia_Tech_2,Region_Asia_Pacific,Vietnam,Sea,20803,48,,Low,Safe Zone,AAA,Stable,46,95,0,0,On Time,98,48,0.015663748075962,0,Perfect,Certified,Pass,92,108,3.6,2.7,Lack of Transparency
PO-20245961,Fruit,LatAm_Logistics_3,Region_LatAm_South,Chile,Air,167333,68,Border Closure,Low,Safe Zone,A,Stable,59,95,0,0,On Time,96,66,0.0229251289723056,0,Perfect,Certified,Pass,61,79,9.6,3.2,Management Change
PO-20245962,Flowers/Agri,Euro_Ind_4,Region_EU_Central,Netherlands,Air,417789,18,,Low,Safe Zone,BBB,Stable,79,101,0,0,On Time,97,56,0.0006165023575137,0,Perfect,Certified,Pass,74,69,9.2,8.9,Good Standing
PO-20245963,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Nigeria,Sea,49348,82,Port Strike,High,Flood Plain,A,Stable,65,95,0,0,On Time,97,53,7.133367052946372e-05,0,Perfect,Certified,Pass,62,66,4.2,10.0,Good Standing
PO-20245964,Fish/Seafood,Afro_Trade_2,Region_Africa_West,Senegal,Air,324344,100,Civil Unrest,High,Typhoon Belt,BBB,Stable,73,89,1,18,Labor Strike,99,74,0.0159284021900476,0,Perfect,Certified,Pass,84,83,5.5,6.1,Good Standing
PO-20245965,Coffee Beans,LatAm_Logistics_4,Region_LatAm_South,Brazil,Air,146276,71,Civil Unrest,High,Wildfire Zone,AA,Stable,61,105,0,0,On Time,99,51,0.0021364122625609,0,Perfect,Certified,Pass,92,70,6.8,1.7,Pricing Conflict
PO-20245966,Chemicals,US_Supply_Co_2,Region_US_East,USA,Land,404247,7,,Low,Safe Zone,BB,Merger Uncertainty,57,94,0,0,On Time,98,66,0.0212459738492001,0,Perfect,Certified,Pass,59,73,8.4,1.5,Slow Response
PO-20245967,Corn/Wheat,LatAm_Logistics_4,Region_LatAm_South,Argentina,Air,215254,75,Civil Unrest,High,Flood Plain,A,Stable,49,102,0,0,On Time,100,58,0.0225842724671624,0,Perfect,Certified,Pass,88,80,9.3,2.4,Pricing Conflict
PO-20245968,Textiles,Euro_Ind_5,Region_EU_Central,Spain,Air,276984,16,,Low,Safe Zone,BBB,Stable,55,104,1,12,Customs Hold,97,74,0.0248236973741764,0,Perfect,Certified,Pass,61,69,4.4,1.1,Lack of Transparency
PO-20245969,Fruit,LatAm_Logistics_4,Region_LatAm_South,Chile,Air,311346,64,Civil Unrest,Low,Safe Zone,A,Stable,53,97,0,0,On Time,96,55,0.012793955537763,0,Perfect,Certified,Pass,86,85,5.3,4.0,Good Standing
PO-20245970,Agri Products,Euro_Ind_4,Region_EU_Central,Spain,Sea,66772,24,,Low,Safe Zone,A,Stable,47,105,0,0,On Time,97,55,0.0062836090697501,0,Perfect,Certified,Pass,60,110,2.4,6.2,Good Standing
PO-20245971,Wood/Lumber,US_Supply_Co_2,Region_US_East,Canada,Air,270837,0,,Low,Safe Zone,AA,Stable,71,102,0,0,On Time,97,49,0.0102881659671894,0,Perfect,Certified,Pass,84,95,5.2,8.2,Good Standing
PO-20245972,Consumer Electronics,Asia_Tech_6,Region_Asia_Pacific,South Korea,Sea,16779,51,,Low,Safe Zone,A,Stable,80,103,0,0,On Time,98,54,0.0087903766365593,0,Perfect,Certified,Pass,85,72,4.8,2.7,Pricing Conflict
PO-20245973,Copper,LatAm_Logistics_1,Region_LatAm_South,Chile,Sea,359700,54,,Low,Safe Zone,A,Stable,35,91,0,0,On Time,96,61,0.0191360088241338,0,Perfect,Pending,Fail,56,77,4.9,7.8,Good Standing
PO-20245974,Soybeans,LatAm_Logistics_3,Region_LatAm_South,Argentina,Sea,117930,62,Civil Unrest,Low,Safe Zone,C,Liquidity Crisis,57,106,0,0,On Time,98,55,0.0045710721132052,0,Perfect,Certified,Pass,72,81,4.2,1.6,Contract Dispute
PO-20245975,Microchips,Asia_Tech_1,Region_Asia_Pacific,South Korea,Air,139982,32,,Low,Safe Zone,A,Stable,60,97,0,0,On Time,97,67,0.0169208870837121,0,Perfect,Certified,Pass,105,71,2.2,5.8,Good Standing
PO-20245976,Fruit,LatAm_Logistics_1,Region_LatAm_South,Chile,Air,483939,75,Civil Unrest,High,Typhoon Belt,BB,Liquidity Crisis,34,107,0,0,On Time,100,50,0.0125914478279152,0,Perfect,Certified,Pass,89,84,2.3,9.2,Good Standing
PO-20245977,Industrial Machinery,Euro_Ind_1,Region_EU_Central,Sweden,Air,98229,20,,Low,Safe Zone,AA,Stable,48,102,0,0,On Time,100,60,0.0362688823364468,1,General Defect,Pending,Pass,114,76,2.9,6.6,Good Standing
PO-20245978,Robotics,Asia_Tech_3,Region_Asia_Pacific,Japan,Air,389417,45,,Low,Safe Zone,BBB,Stable,82,93,0,0,On Time,97,53,0.005216540516689,0,Perfect,Certified,Pass,75,90,7.4,8.1,Good Standing
PO-20245979,Microchips,Asia_Tech_2,Region_Asia_Pacific,Malaysia,Sea,143782,25,,Low,Safe Zone,A,Stable,48,96,0,0,On Time,99,33,0.0196293804955397,0,Perfect,Certified,Pass,88,89,7.2,3.2,Contract Dispute
PO-20245980,Flowers/Agri,Euro_Ind_3,Region_EU_Central,Netherlands,Air,478919,15,,Low,Safe Zone,A,Stable,76,99,0,0,On Time,97,54,0.0226251437414249,0,Perfect,Certified,Pass,71,83,2.3,4.2,Good Standing
PO-20245981,Textiles,LatAm_Logistics_3,Region_LatAm_South,Peru,Sea,211120,74,Border Closure,High,Monsoon Region,AA,Stable,51,101,0,0,On Time,98,58,0.0232657071801926,0,Perfect,Certified,Pass,68,100,8.9,4.9,Good Standing
PO-20245982,Auto Parts,US_Supply_Co_2,Region_US_East,Mexico,Air,371648,8,,Low,Safe Zone,BBB,Stable,62,101,1,11,Raw Material Shortage,100,58,0.0249599105463247,0,Perfect,Certified,Pass,82,86,3.4,8.3,Good Standing
PO-20245983,Chemicals,Euro_Ind_3,Region_EU_Central,Netherlands,Air,39081,22,,Low,Safe Zone,A,Stable,60,102,0,0,On Time,100,68,0.0123506837545234,0,Perfect,Pending,Pass,71,100,1.8,4.2,Good Standing
PO-20245984,Gold/Diamonds,Afro_Trade_3,Region_Africa_West,Ghana,Air,71371,68,Trade Tariffs,Low,Safe Zone,C,Liquidity Crisis,60,89,1,19,Raw Material Shortage,93,51,0.0151731172457023,0,Perfect,Certified,Fail,78,91,7.3,1.7,Management Change
PO-20245985,Gold/Silver,LatAm_Logistics_2,Region_LatAm_South,Peru,Air,8005,80,Border Closure,High,Earthquake Fault,BBB,Stable,64,97,0,0,On Time,94,41,0.0065808577440784,0,Perfect,Certified,Pass,84,82,7.6,6.8,Good Standing
PO-20245986,Cocoa Beans,Afro_Trade_1,Region_Africa_West,Cameroon,Sea,284965,84,Port Strike,High,Earthquake Fault,AA,Stable,32,102,1,16,Customs Hold,97,51,0.0178834643928167,0,Perfect,Certified,Pass,100,78,2.7,8.0,Good Standing
PO-20245987,Raw Cotton,Asia_Tech_1,Region_Asia_Pacific,India,Air,56380,54,,Low,Safe Zone,A,Stable,32,100,0,0,On Time,97,72,0.0216013737718135,0,Perfect,Certified,Pass,74,76,5.3,1.2,Contract Dispute
PO-20245988,Textiles,Asia_Tech_3,Region_Asia_Pacific,Vietnam,Air,74704,42,,Low,Safe Zone,AAA,Stable,45,98,0,0,On Time,99,72,0.0220886478973366,0,Perfect,Certified,Pass,76,82,3.2,10.0,Good Standing
PO-20245989,Cocoa Beans,Afro_Trade_2,Region_Africa_West,Nigeria,Air,340582,93,Trade Tariffs,High,Wildfire Zone,AAA,Stable,53,109,0,0,On Time,100,42,0.0026805245621513,0,Perfect,Certified,Pass,64,88,2.3,8.7,Good Standing
PO-20245990,Oil/Petroleum,Afro_Trade_1,Region_Africa_West,Cameroon,Air,180897,77,Border Closure,High,Monsoon Region,C,Pending Lawsuit,83,100,1,15,Raw Material Shortage,95,54,0.0007852427792879,0,Perfect,Certified,Pass,93,86,8.2,9.2,Good Standing
PO-20245991,Steel Rolls,Euro_Ind_2,Region_EU_Central,Sweden,Sea,391555,17,,Low,Safe Zone,C,Pending Lawsuit,67,98,0,0,On Time,98,77,0.007438621235699,0,Perfect,Certified,Pass,70,79,2.8,9.6,Good Standing
PO-20245992,Cocoa Beans,Afro_Trade_1,Region_Africa_West,Cameroon,Air,232078,100,Sanctions,High,Wildfire Zone,BBB,Stable,77,97,0,0,On Time,97,57,0.0223452054995966,0,Perfect,Pending,Pass,63,92,5.0,1.8,Pricing Conflict
PO-20245993,Steel Rolls,Euro_Ind_1,Region_EU_Central,Sweden,Air,372815,11,,Low,Safe Zone,BB,High Debt Ratio,51,103,0,0,On Time,100,54,0.0243665208172842,0,Perfect,Certified,Pass,59,71,7.0,4.6,Good Standing
PO-20245994,Oil/Petroleum,Afro_Trade_1,Region_Africa_West,Cameroon,Sea,475520,97,Civil Unrest,High,Flood Plain,AA,Stable,40,90,1,7,Raw Material Shortage,96,68,0.0118927853308439,0,Perfect,Certified,Pass,57,86,3.7,2.6,Contract Dispute
PO-20245995,Corn/Wheat,US_Supply_Co_5,Region_US_East,USA,Land,89809,0,,Low,Safe Zone,AA,Stable,75,105,0,0,On Time,97,55,0.0225715346408326,0,Perfect,Certified,Pass,81,75,8.1,7.7,Good Standing
PO-20245996,Leather,Euro_Ind_1,Region_EU_Central,Italy,Air,19964,13,,Low,Safe Zone,AA,Stable,52,93,0,0,On Time,100,43,0.0037395097730592,0,Perfect,Certified,Pass,98,95,5.0,6.3,Good Standing
PO-20245997,Coffee Beans,LatAm_Logistics_1,Region_LatAm_South,Colombia,Sea,185964,86,Border Closure,High,Typhoon Belt,AAA,Stable,45,100,0,0,On Time,93,49,0.0038694559041004,0,Perfect,Certified,Pass,70,86,9.8,7.4,Good Standing
PO-20245998,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Nigeria,Sea,495453,83,Civil Unrest,High,Earthquake Fault,BB,Pending Lawsuit,37,97,0,0,On Time,98,59,0.0112084696220649,0,Perfect,Pending,Pass,89,70,6.9,4.5,Good Standing
PO-20245999,Chemicals,US_Supply_Co_5,Region_US_East,USA,Land,417218,26,,Low,Safe Zone,BBB,Stable,49,96,1,10,Machinery Breakdown,98,70,0.0196476879569062,0,Perfect,Certified,Pass,64,87,6.9,7.3,Good Standing
PO-20246000,Rubber,Afro_Trade_3,Region_Africa_West,Ivory Coast,Sea,58969,77,Port Strike,High,Flood Plain,AA,Stable,69,105,1,16,Raw Material Shortage,96,67,0.0016990906749351,0,Perfect,Certified,Pass,104,93,2.7,8.1,Good Standing
PO-20246001,Medical Devices,US_Supply_Co_2,Region_US_East,Costa Rica,Air,330606,0,,Low,Safe Zone,A,Stable,43,102,0,0,On Time,98,52,0.0166340394246392,0,Perfect,Certified,Pass,68,91,6.2,1.9,Slow Response
PO-20246002,Raw Materials,US_Supply_Co_4,Region_US_East,Canada,Air,255547,3,,Low,Safe Zone,A,Stable,57,99,0,0,On Time,98,64,0.0201631723868366,0,Perfect,Certified,Pass,100,72,3.6,7.0,Good Standing
PO-20246003,Fruit,LatAm_Logistics_4,Region_LatAm_South,Chile,Sea,160228,89,Sanctions,High,Wildfire Zone,BBB,Stable,42,98,1,16,Raw Material Shortage,97,49,0.0132730947594591,0,Perfect,Certified,Pass,69,94,6.4,8.9,Good Standing
PO-20246004,Cocoa Beans,Afro_Trade_2,Region_Africa_West,Cameroon,Air,282600,100,Sanctions,High,Earthquake Fault,AAA,Stable,52,96,0,0,On Time,98,27,0.0211919207794071,0,Perfect,Certified,Pass,89,79,2.2,5.8,Good Standing
PO-20246005,Raw Cotton,LatAm_Logistics_2,Region_LatAm_South,Brazil,Air,121781,58,,Low,Safe Zone,AA,Stable,42,106,0,0,On Time,95,48,0.0161585876719163,0,Perfect,Certified,Pass,90,84,7.4,4.5,Good Standing
PO-20246006,Cocoa Beans,Afro_Trade_1,Region_Africa_West,Cameroon,Sea,208381,84,Trade Tariffs,High,Typhoon Belt,AA,Stable,89,100,1,3,Machinery Breakdown,100,66,0.0011998521044709,0,Perfect,Certified,Pass,75,84,8.8,7.4,Good Standing
PO-20246007,Coffee Beans,Afro_Trade_2,Region_Africa_West,Ivory Coast,Sea,179939,92,Sanctions,High,Earthquake Fault,BBB,Stable,39,94,1,18,Machinery Breakdown,99,79,0.0004975915801024,0,Perfect,Certified,Pass,83,97,7.2,9.2,Good Standing
PO-20246008,Coffee Beans,Asia_Tech_4,Region_Asia_Pacific,Vietnam,Sea,327827,62,Sanctions,Low,Safe Zone,AAA,Stable,89,98,1,15,Customs Hold,99,65,0.0147410777971706,0,Perfect,Certified,Pass,65,75,9.5,1.8,Slow Response
PO-20246009,Textiles,Euro_Ind_2,Region_EU_Central,Italy,Sea,50163,27,,Low,Safe Zone,C,Credit Downgrade,83,100,0,0,On Time,98,44,0.000103310549004,0,Perfect,Certified,Pass,88,81,9.4,7.0,Good Standing
PO-20246010,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Nigeria,Sea,484854,100,Border Closure,High,Earthquake Fault,AA,Stable,82,96,1,14,Machinery Breakdown,94,55,0.0211545629556709,0,Perfect,Certified,Pass,50,64,3.2,2.9,Lack of Transparency
PO-20246011,Wood/Lumber,Afro_Trade_3,Region_Africa_West,Cameroon,Air,304628,100,Border Closure,High,Monsoon Region,A,Stable,47,96,0,0,On Time,97,52,0.0009117568253152,0,Perfect,Certified,Pass,79,92,9.2,7.2,Good Standing
PO-20246012,Bananas/Fruit,US_Supply_Co_5,Region_US_East,Panama,Air,16877,7,,Low,Safe Zone,A,Stable,73,105,0,0,On Time,97,66,0.0102528993792971,0,Perfect,Certified,Pass,82,85,1.0,2.2,Pricing Conflict
PO-20246013,Cocoa Beans,Afro_Trade_3,Region_Africa_West,Nigeria,Sea,332671,72,Civil Unrest,High,Monsoon Region,BBB,Stable,85,99,1,6,Raw Material Shortage,96,49,0.0015561389460003,0,Perfect,Certified,Pass,53,75,6.3,10.0,Good Standing
PO-20246014,Copper,LatAm_Logistics_2,Region_LatAm_South,Chile,Air,136232,57,,Low,Safe Zone,AAA,Stable,41,96,0,0,On Time,98,64,0.024098111922265,0,Perfect,Certified,Pass,77,97,4.5,5.6,Good Standing
PO-20246015,Cocoa Beans,Afro_Trade_1,Region_Africa_West,Ghana,Sea,250781,99,Sanctions,High,Flood Plain,AA,Stable,39,99,1,3,Port Congestion,95,54,0.0105856509617792,0,Perfect,Certified,Pass,64,88,8.2,2.0,Pricing Conflict
PO-20246016,Auto Parts,US_Supply_Co_4,Region_US_East,Canada,Air,211467,0,,Low,Safe Zone,BBB,Stable,58,98,0,0,On Time,100,35,0.0004921686574111,0,Perfect,Certified,Pass,53,81,7.7,4.6,Good Standing
PO-20246017,Wine/Beverage,Euro_Ind_3,Region_EU_Central,France,Air,12900,6,,Low,Safe Zone,BBB,Stable,77,105,0,0,On Time,96,43,0.0097513308823305,0,Perfect,Certified,Pass,76,97,9.1,4.4,Good Standing
PO-20246018,Industrial Machinery,Euro_Ind_3,Region_EU_Central,Italy,Air,47403,31,,Low,Safe Zone,A,Stable,59,94,0,0,On Time,98,49,0.0185362940684054,0,Perfect,Certified,Pass,73,89,5.3,4.8,Good Standing
PO-20246019,Bananas/Fruit,US_Supply_Co_4,Region_US_East,Costa Rica,Land,428384,12,,Low,Safe Zone,A,Stable,84,94,0,0,On Time,97,56,0.0070457142013826,0,Perfect,Certified,Pass,63,84,3.3,3.2,Management Change
PO-20246020,Plastic Resins,Asia_Tech_1,Region_Asia_Pacific,China,Air,206761,27,,Low,Safe Zone,C,Merger Uncertainty,34,109,1,13,Port Congestion,94,71,0.0224217528186036,0,Perfect,Certified,Pass,73,92,1.5,5.0,Good Standing
PO-20246021,Coffee Beans,LatAm_Logistics_3,Region_LatAm_South,Brazil,Sea,403956,48,,Low,Safe Zone,BB,Merger Uncertainty,48,102,0,0,On Time,98,33,0.0268928582759744,0,Perfect,Pending,Pass,66,85,6.3,8.2,Good Standing
PO-20246022,Textiles,LatAm_Logistics_2,Region_LatAm_South,Peru,Air,286429,69,Sanctions,Low,Safe Zone,AA,Stable,65,101,1,4,Raw Material Shortage,100,71,0.0132590948866759,0,Perfect,Certified,Pass,86,80,5.9,6.2,Good Standing
PO-20246023,Steel Rolls,Asia_Tech_5,Region_Asia_Pacific,China,Sea,207311,41,,Low,Safe Zone,BBB,Stable,43,99,0,0,On Time,93,33,0.0116255091196887,0,Perfect,Certified,Pass,57,89,6.6,6.5,Good Standing
PO-20246024,Auto Parts,Asia_Tech_3,Region_Asia_Pacific,Japan,Air,315381,39,,Low,Safe Zone,A,Stable,38,104,1,6,Port Congestion,99,66,0.0074692572542927,0,Perfect,Certified,Pass,72,99,6.7,2.6,Contract Dispute
PO-20246025,Coffee Beans,LatAm_Logistics_2,Region_LatAm_South,Brazil,Air,133586,51,,Low,Safe Zone,AA,Stable,41,105,0,0,On Time,97,50,0.0106105522971632,0,Perfect,Certified,Pass,68,100,7.8,2.5,Management Change
PO-20246026,Cocoa Beans,Afro_Trade_1,Region_Africa_West,Nigeria,Sea,112753,87,Sanctions,High,Flood Plain,BBB,Stable,65,98,0,0,On Time,96,82,0.0103509846050751,0,Perfect,Certified,Pass,71,73,2.0,8.9,Good Standing
PO-20246027,Auto Parts,Asia_Tech_5,Region_Asia_Pacific,Thailand,Air,304010,39,,Low,Safe Zone,A,Stable,35,98,1,9,Machinery Breakdown,97,62,0.0036554552927705,0,Perfect,Certified,Pass,99,76,4.5,2.8,Contract Dispute
PO-20246028,Electronics,Euro_Ind_5,Region_EU_Central,Netherlands,Air,301398,22,,Low,Safe Zone,AA,Stable,72,97,0,0,On Time,95,49,0.0236801968774728,0,Perfect,Certified,Pass,89,79,9.9,6.9,Good Standing
PO-20246029,Soybeans,LatAm_Logistics_3,Region_LatAm_South,Argentina,Air,278314,84,Port Strike,High,Monsoon Region,BB,High Debt Ratio,50,103,1,15,Port Congestion,94,50,0.0179251798059487,0,Perfect,Certified,Pass,79,87,7.9,5.2,Good Standing
